Variable,Group1,Group2,Test,Statistic,p_value,Cohen_d,Mean_Group1,Mean_Group2,Std_Group1,Std_Group2,median_Group1,median_Group2,MAD_Group1,MAD_Group2,adj_p_value,Significant
fft_std_EEG T5,Control,COBRAD,Mann-Whitney U,1831.0,2.6236812302041752e-24,0.8444063607303609,0.0037202159917601643,0.008156250730159683,0.0016356726448165635,0.009375846268358296,0.0034064149231483,0.006682057355042585,0.0009617839307549999,0.001850551368992013,8.695629220105267e-24,True
delta_power_EEG T5,Control,COBRAD,Mann-Whitney U,1578.0,3.503429451216215e-26,1.3649609859001215,1.0161742452193767e-11,4.281129156460399e-11,1.017448039315731e-11,4.130540852903781e-11,7.374882561818348e-12,2.9553198667422815e-11,2.9262375488139216e-12,1.45025304179123e-11,1.4343452341449915e-25,True
theta_power_EEG T5,Control,COBRAD,Mann-Whitney U,5567.0,4.360289492618315e-05,0.31546757953843896,1.3198249705211218e-11,1.885878177873219e-11,1.5506120745709267e-11,2.2786547023903358e-11,7.943830651112702e-12,1.2843386932595916e-11,4.468231432588093e-12,6.029363477604918e-12,5.9272685290280215e-05,True
alpha_power_EEG T5,Control,COBRAD,Mann-Whitney U,8570.0,0.42244246275534225,-0.10328388875428551,1.3106590933051181e-11,1.1632759602019081e-11,1.3842770459148445e-11,1.5253441502316763e-11,8.184439809724036e-12,7.638189330535837e-12,4.710293093289967e-12,3.4038739464221926e-12,0.44147140251909645,False
beta_power_EEG T5,Control,COBRAD,Mann-Whitney U,6363.0,0.005254981217261538,0.44927079624290195,1.3192243229444025e-11,2.2179219125299125e-11,1.1044151566808141e-11,3.276020470622584e-11,9.52610814381722e-12,1.23641760173589e-11,4.752155541021652e-12,5.516813036991392e-12,0.006371893601418172,True
gamma_power_EEG T5,Control,COBRAD,Mann-Whitney U,2017.0,5.627663465218594e-23,0.27313054315833507,7.063666527993969e-12,1.381311192611258e-10,7.731239167920852e-12,8.873236967907171e-10,4.935300719918795e-12,1.843358662169955e-11,2.1457796902230244e-12,9.616360745112496e-12,1.645736878904261e-22,True
skewness_EEG T5,Control,COBRAD,Mann-Whitney U,6530.0,0.01177015980854446,-0.010562627157704011,0.01474068745720227,0.012560005703842666,0.23483963945274883,0.1109525371309171,-0.0420952646571744,0.0002273584475856106,0.08335769263995971,0.04894959538312041,0.014027450730731068,True
kurtosis_EEG T5,Control,COBRAD,Mann-Whitney U,963.0,4.820502956940554e-31,1.1274916973259808,1.1465077974277957,4.121825163466212,2.0223192889495705,3.730667387662808,0.6716128653457538,3.23085738102102,0.2823176485224441,1.0343585372727175,4.301371869270033e-30,True
mean_mpf_EEG T5,Control,COBRAD,Mann-Whitney U,7577.0,0.4158783025316548,0.14677746652015466,10.270958321604553,10.602065996769742,2.066999514134641,2.657865644530455,10.03582912202326,10.23330188680766,1.2652457465964844,1.0944953295386695,0.4359206303645057,False
median_mpf_EEG T5,Control,COBRAD,Mann-Whitney U,8297.0,0.7206990127876656,0.037600735186270516,10.296200016956249,10.382763839568222,2.066952955582335,2.7905148959073056,9.96491122025154,9.856735881426623,1.200763593396811,1.3441617633198835,0.7294268797456079,False
pswe_percentage_EEG T5,Control,COBRAD,Mann-Whitney U,912.0,7.054910991158307e-36,1.1274824175278133,1.3773811355204482,9.407043641451958,7.157859516956813,7.033651751183118,0.0,8.733737418917134,0.0,4.279169451504954,1.5344431405769316e-34,True
pswe_events_per_minute_EEG T5,Control,COBRAD,Mann-Whitney U,1025.0,8.277519560292285e-35,1.3444014586290907,0.09612573453790872,0.6148229821711229,0.3757715730641466,0.40911550406546593,0.0,0.5707580362252324,0.0,0.23404321453343357,1.3717032414198643e-33,True
pswe_avg_length_EEG T5,Control,COBRAD,Mann-Whitney U,2893.0,1.4537136756306083e-19,1.4095430158058817,1.8249120175524525,5.623772791731039,2.9864919810663246,1.8048575484530902,0.0,5.654088411222784,0.0,1.016291765707809,3.719796758231262e-19,True
dfv_mean_EEG T5,Control,COBRAD,Mann-Whitney U,11242.0,2.544676669927642e-07,-0.41772918627685784,6.689034696454228,5.7575022476036875,1.804668031032481,3.02080136416073,6.588699080157688,5.28695968982486,0.9948625636779278,1.3092659234868698,3.8335388793715124e-07,True
dfv_std_EEG T5,Control,COBRAD,Mann-Whitney U,3741.0,1.6444901300509151e-12,0.8830753286101367,4.3339129012230035,5.697334521946985,1.5230894004474187,1.5932883593344507,3.995367226127583,5.515871944789094,0.8103040140065421,0.9565776868333646,3.027950080728669e-12,True
min_EEG T6,Control,COBRAD,Mann-Whitney U,14235.0,1.1317496644894917e-23,-1.1763483017751117,-4.882031498468712e-05,-0.0001067758305549566,2.8414853032123392e-05,7.966767477053264e-05,-4.21525377244821e-05,-8.373799280988998e-05,1.0415136834114637e-05,2.3903427709749706e-05,3.516507886092349e-23,True
max_EEG T6,Control,COBRAD,Mann-Whitney U,1822.0,2.2567633607946795e-24,1.2112304503474818,4.757353030636591e-05,0.00010816482469934781,3.296388087835329e-05,7.699639327379536e-05,3.952941181200384e-05,8.913926404225829e-05,1.076518473917085e-05,2.680537252967673e-05,7.551477399582196e-24,True
mean_EEG T6,Control,COBRAD,Mann-Whitney U,8293.0,0.7255812384045158,-0.009943698329176489,3.6830758906454566e-09,3.30238647100524e-09,4.281853876785157e-08,2.3997880513216713e-08,2.016091052652775e-09,1.7288599318096322e-09,1.56456558282423e-08,1.1303540256612056e-08,0.7297753496091662,False
median_EEG T6,Control,COBRAD,Mann-Whitney U,12672.0,7.23208737429124e-14,-0.9358867390471248,1.0754106181344317e-07,-1.766114721216907e-08,1.3426177143684205e-07,1.3260434017109529e-07,9.339636517918185e-08,-1.3660837610095644e-08,7.126194185281619e-08,6.097718585674263e-08,1.4139137113782875e-13,True
std_EEG T6,Control,COBRAD,Mann-Whitney U,4579.0,1.2209277866171193e-08,0.664003573168769,7.3104091677316605e-06,1.0930980680434993e-05,2.7344328053083872e-06,9.142253745394725e-06,6.732264226081357e-06,8.60451666708891e-06,1.505525483040104e-06,2.0166616925497566e-06,1.9490039896456768e-08,True
psd_mean_EEG T6,Control,COBRAD,Mann-Whitney U,3814.0,3.843466685560838e-12,0.34507094791635684,1.2986082385918512e-12,8.822678733960933e-12,1.1528537214831952e-12,4.028207949062161e-11,9.06848714958636e-13,1.9528069892940694e-12,3.8933335918981316e-13,9.208845680432162e-13,6.930188635104516e-12,True
psd_std_EEG T6,Control,COBRAD,Mann-Whitney U,3778.0,2.5331204470944024e-12,0.27597914491674297,2.9271365209400324e-12,2.9820930806531607e-11,2.9218797996509944e-12,1.801503084358922e-10,1.8754728743752528e-12,4.291747004923952e-12,8.775600359592955e-13,1.9752585421531856e-12,4.591280810358604e-12,True
fft_mean_EEG T6,Control,COBRAD,Mann-Whitney U,1584.0,3.888591487766154e-26,1.6251452233893768,0.002554913519069534,0.005616469353177132,0.0010034867679215226,0.0031144630002615434,0.0023797651561212,0.004604614722053174,0.0004538988594504998,0.0012938508295264365,1.5735230671425834e-25,True
fft_std_EEG T6,Control,COBRAD,Mann-Whitney U,1910.0,9.755048305685096e-24,0.8810321190667685,0.0036544984558307507,0.008212750912490468,0.001633690284796813,0.009223947377256939,0.0032369303053638,0.006329171915139261,0.000891113470935,0.001453692702334365,3.114455789337994e-23,True
delta_power_EEG T6,Control,COBRAD,Mann-Whitney U,1462.0,4.5775091959684586e-27,0.7713648226906366,1.0159597470997722e-11,6.356485417064675e-11,1.2017254620101412e-11,1.2666086217888525e-10,7.335959598447538e-12,2.8382535796984723e-11,2.6168091207737884e-12,1.3386825283334335e-11,2.0422733335859276e-26,True
theta_power_EEG T6,Control,COBRAD,Mann-Whitney U,5318.0,7.019901582044085e-06,0.4854401184125685,1.2424947501761233e-11,2.481876584312378e-11,1.4604252401866862e-11,4.13887192184011e-11,7.1444481738620916e-12,1.1692370837993716e-11,4.052409834079447e-12,4.900549662038562e-12,1.0053192389100172e-05,True
alpha_power_EEG T6,Control,COBRAD,Mann-Whitney U,8295.0,0.7231387169891803,0.10518278341523468,1.2365136616580047e-11,1.3954403744144125e-11,1.2851690368925745e-11,1.952091839474135e-11,7.970419762998424e-12,7.144153417470175e-12,4.186537636731868e-12,3.0751988931224947e-12,0.7294268797456079,False
beta_power_EEG T6,Control,COBRAD,Mann-Whitney U,6114.0,0.0013908267194638253,0.5768461987328785,1.248742997082366e-11,2.9594615823132145e-11,1.0896484803782328e-11,5.2157223033194955e-11,9.38157713793286e-12,1.3002944997618291e-11,4.017745309593525e-12,6.8871629529788894e-12,0.0017600279940851316,True
gamma_power_EEG T6,Control,COBRAD,Mann-Whitney U,2421.0,3.2082326815853204e-20,0.2844847473014945,7.253430086286691e-12,1.7960280145324208e-10,1.2484999886527156e-11,1.1201671399744829e-09,4.513458994225662e-12,1.7262566964237595e-11,1.830727713650221e-12,1.0160992588095493e-11,8.331828158146952e-20,True
skewness_EEG T6,Control,COBRAD,Mann-Whitney U,3096.0,4.966659175707026e-16,0.763932171517231,-0.09601088422466733,0.013585366213417622,0.12740702824791417,0.17636795636833524,-0.0967287326389643,0.026218150917228462,0.059305690520169194,0.0651944588008356,1.0669119710778057e-15,True
kurtosis_EEG T6,Control,COBRAD,Mann-Whitney U,720.0,4.395627037168319e-33,1.0243370510721626,0.9956097457401585,4.39366088413668,2.380814449402866,4.89051789751566,0.5764946210216895,3.029721216700679,0.19902689503163712,1.1158088649232538,5.883377726671442e-32,True
mean_mpf_EEG T6,Control,COBRAD,Mann-Whitney U,7753.0,0.5982481587329312,0.13475283891539522,10.21851240567796,10.526152089156792,2.132233451075258,2.6120343491689977,9.982761993132309,10.108200350917915,1.1997719884935805,0.943464794387328,0.6123245859972355,False
median_mpf_EEG T6,Control,COBRAD,Mann-Whitney U,8520.0,0.4710631472315254,0.026053931332803475,10.236377114087286,10.297721011435744,2.167053101622466,2.7558089099129,10.072745252483571,9.85199230315238,1.1664350223705586,0.969348413018488,0.4878868310612227,False
pswe_percentage_EEG T6,Control,COBRAD,Mann-Whitney U,1166.0,4.11072007671838e-33,0.9521046034999714,1.9205322427264166,8.900309247860013,7.624186856235338,6.567221096221827,0.0,8.163647928040595,0.0,3.2310520685401394,5.722122346791985e-32,True
pswe_events_per_minute_EEG T6,Control,COBRAD,Mann-Whitney U,1288.0,5.171935368944728e-32,1.047609216037537,0.13649520177334298,0.5870753458470362,0.44953399600115523,0.37898602927817493,0.0,0.5395394821364281,0.0,0.19330068694108085,5.293627965861075e-31,True
pswe_avg_length_EEG T6,Control,COBRAD,Mann-Whitney U,3005.0,1.3854329558095093e-18,1.2915347690085979,1.9745597979065188,5.5714078514046514,3.155962930492299,1.5563617238513323,0.0,5.727907234645194,0.0,0.9938536262335154,3.3715431372147497e-18,True
dfv_mean_EEG T6,Control,COBRAD,Mann-Whitney U,11391.0,6.773565754765636e-08,-0.38353068410658986,6.695186375098171,5.796098661064481,1.989064705832755,3.0363877767213987,6.74189364461738,5.153692128231038,1.124385425150062,1.0588691535057912,1.0293453636063062e-07,True
dfv_std_EEG T6,Control,COBRAD,Mann-Whitney U,3674.0,7.453088480420758e-13,0.8887250151259726,4.296369021119705,5.701845734323342,1.5240629191539092,1.7123826922332313,4.004047206372897,5.341016076395128,0.8433951022673574,0.7371926771923705,1.3869918669446117e-12,True
