Variable,Group1,Group2,Test,Statistic,p_value,Cohen_d,Mean_Group1,Mean_Group2,Std_Group1,Std_Group2,median_Group1,median_Group2,MAD_Group1,MAD_Group2,adj_p_value,Significant
median_mpf_EEG T4,Control,WNV,T-test,3.908042739958913,0.00015632628640977196,-0.8794250948045361,10.062147670847656,7.7026223598495696,2.2672473463597176,3.895429304490038,9.770762320462845,6.615131199794339,1.255407614005449,2.1976493982682523,0.0004620310242777705,True
pswe_percentage_EEG T4,Control,WNV,Mann-Whitney U,410.5,4.44180257670864e-08,1.9002333440599455,1.1539082898831006,30.9465588763304,3.154719374610762,34.05542839600734,0.0,14.002828854314004,0.0,14.002828854314004,3.5445584562134946e-07,True
pswe_events_per_minute_EEG T4,Control,WNV,Mann-Whitney U,409.5,4.2656958316815875e-08,1.9961830190071006,0.10473367363859874,1.4171313282099605,0.2736464827491544,1.3479710868927126,0.0,1.2305516265912306,0.0,1.2305516265912306,3.536649933388521e-07,True
pswe_avg_length_EEG T4,Control,WNV,Mann-Whitney U,473.0,5.015792846691228e-07,1.2760014795973955,2.1335968218034647,10.383943117020817,2.9573728777728414,13.03514009006123,0.0,6.875,0.0,3.5297619047619033,2.599092656921818e-06,True
dfv_mean_EEG T4,Control,WNV,Mann-Whitney U,1797.0,5.030208112310383e-05,-0.896443706630787,6.151681221992486,4.26585118798212,1.9039117993595174,2.743672413699934,6.130290566930998,3.127129750982962,1.284841855801659,1.0714695068082074,0.00016451254400097072,True
dfv_std_EEG T4,Control,WNV,Mann-Whitney U,1541.0,0.017113548173037292,-0.17228906732326854,4.345228956361424,3.985321978026582,1.7283114532295176,3.1142700950164235,3.9163191250637968,2.885456526824616,0.729321821407731,1.1989136011717825,0.025767191400158037,True
min_EEG T5,Control,WNV,Mann-Whitney U,1598.0,0.00584975946819715,-0.5921322192286548,-5.309064805576328e-05,-8.035932696024045e-05,4.130192673656267e-05,6.10616292604535e-05,-4.16457619947273e-05,-6.25215432823212e-05,1.1068890422764145e-05,2.2714591393741127e-05,0.009725225115877763,True
max_EEG T5,Control,WNV,Mann-Whitney U,726.0,0.0034369167516193257,0.5105402403161861,5.236863777694828e-05,7.526902640506051e-05,4.382730048553276e-05,4.86335752102111e-05,3.9758714075031237e-05,5.80731460955983e-05,9.651908704307955e-06,2.229048659609891e-05,0.006290503595853721,True
mean_EEG T5,Control,WNV,Mann-Whitney U,1097.0,0.6131696007203017,0.03458006752162043,3.7488536591894446e-09,4.993472415869526e-09,2.774672277836434e-08,5.7723794710680404e-08,3.098644961405595e-09,9.04676612372762e-09,1.4911197197183692e-08,2.674252456670536e-08,0.6814893333910874,False
median_EEG T5,Control,WNV,Mann-Whitney U,1330.0,0.3135279796478564,-0.37933522752636,4.560391859437868e-08,-2.0353750522240322e-08,1.6199422752589937e-07,2.137724057384487e-07,4.022101340561682e-08,2.5340884856739972e-08,8.458337815759363e-08,1.1052808686527852e-07,0.3825616632400449,False
std_EEG T5,Control,WNV,Mann-Whitney U,669.0,0.0009754328005386404,0.8775969982654661,7.4117265906622635e-06,1.0423358605308815e-05,2.9490476428230745e-06,4.869257121399315e-06,6.903962152072343e-06,8.584276200133065e-06,1.359464285712709e-06,1.8064325072338891e-06,0.002211350496675668,True
psd_mean_EEG T5,Control,WNV,Mann-Whitney U,688.0,0.0015057343609714208,0.7274223269926648,1.376178959162394e-12,2.610226617381326e-12,1.3925068492684073e-12,2.552709802647805e-12,1.0107881705805749e-12,1.412008195648263e-12,3.923689557628655e-13,6.959156839527984e-13,0.0030809641539876766,True
psd_std_EEG T5,Control,WNV,Mann-Whitney U,620.0,0.00029785415967049884,0.7874975838090759,3.2396056590379556e-12,6.8546654448690585e-12,3.6985605383617185e-12,7.051584657247322e-12,2.1523652517917573e-12,3.679991079372722e-12,1.0577239940016303e-12,1.5567661467094887e-12,0.0008084612905342112,True
fft_mean_EEG T5,Control,WNV,Mann-Whitney U,863.0,0.0421534587841769,0.6134156801905003,0.0024788084224751992,0.0031784154754835752,0.0009599354369065541,0.0016644838043341102,0.00229130343237995,0.0027887818587706,0.0004485776902807999,0.0007579114380000997,0.05901484229784766,False
fft_std_EEG T5,Control,WNV,Mann-Whitney U,730.0,0.0037364118338600824,0.7444151798944068,0.0036756352114535595,0.005109723314799218,0.001709565872238413,0.0026013940606240253,0.0034554561933752,0.004235519863013195,0.0009003242338361998,0.0006324041775534954,0.006655483579063272,True
delta_power_EEG T5,Control,WNV,Mann-Whitney U,355.0,9.000437020191122e-08,1.4157590950214896,1.0279250394965001e-11,4.860932215143944e-11,1.0413957339869594e-11,5.615248041284285e-11,7.308253065767786e-12,2.102610872128155e-11,3.3631687300980387e-12,1.3141557160703493e-11,6.293801337825032e-07,True
theta_power_EEG T5,Control,WNV,Mann-Whitney U,812.0,0.01804520433729271,0.402460488041096,1.5024328883466086e-11,2.3243329415691744e-11,1.9182380161601842e-11,2.464295561037235e-11,8.180051658544448e-12,1.3127351554720602e-11,5.124383702466817e-12,3.992469218774322e-12,0.026966428953482363,True
alpha_power_EEG T5,Control,WNV,Mann-Whitney U,1227.0,0.7369093575109248,-0.14861199133792513,1.3966275274104686e-11,1.1561142930941189e-11,1.74909804382214e-11,9.558707095504287e-12,8.724319805404623e-12,7.616560948115573e-12,4.431196917516484e-12,3.4909042573843714e-12,0.7946671179644837,False
beta_power_EEG T5,Control,WNV,Mann-Whitney U,1201.0,0.8678865099970008,-0.09341968135961821,1.2454358748032159e-11,1.1319855378113581e-11,1.2907217254548768e-11,8.567805906066165e-12,9.157165160717172e-12,7.757951271588673e-12,3.6593112504609335e-12,4.084178855270634e-12,0.9112808354968509,False
gamma_power_EEG T5,Control,WNV,Mann-Whitney U,943.0,0.1310078350594448,0.8125383312620558,6.615547499322728e-12,1.6783317050891565e-11,8.574181241460288e-12,2.187461704064955e-11,4.1979299228275156e-12,6.0361468089999275e-12,1.8125598811483964e-12,3.0126765047363126e-12,0.17251526794956593,False
skewness_EEG T5,Control,WNV,Mann-Whitney U,1070.0,0.49543952274509184,-0.09788726173356521,0.04343713065292198,-0.010523913128582972,0.6103712144892777,0.1944047812058798,-0.05322308713560315,-0.0387178973255099,0.07554079260412391,0.09606281353239879,0.5746522371374757,False
kurtosis_EEG T5,Control,WNV,Mann-Whitney U,863.0,0.0421534587841769,-0.09172245714367788,3.757570525175175,2.0563581942526787,20.763187475123416,2.544972733911648,0.6346337050400339,0.9009853977853619,0.33547875590838205,0.46187716491673525,0.05901484229784766,False
mean_mpf_EEG T5,Control,WNV,T-test,4.775396690488746,5.242126414447313e-06,-1.0746053630177248,9.868018103294691,7.44843809620883,2.074983724417711,2.8338552639956567,9.782087693650558,7.473753943887537,1.4243279141765957,2.116032596343601,2.0708994449153245e-05,True
median_mpf_EEG T5,Control,WNV,T-test,5.3765598518653706,3.936411629756476e-07,-1.2098848380298612,9.8808400556871,7.183831551949404,2.0596765745412196,2.7902526970187265,9.774285997134246,7.329576500838462,1.4203460417417668,2.2529854705783947,2.2139739302688275e-06,True
pswe_percentage_EEG T5,Control,WNV,Mann-Whitney U,363.5,6.2858866868113226e-09,1.7486879700537257,1.1574266781438556,25.961893828389524,3.5985852087077865,30.507141579671682,0.0,6.119402985074627,0.0,6.119402985074627,1.0897477847461829e-07,True
pswe_events_per_minute_EEG T5,Control,WNV,Mann-Whitney U,357.5,4.858574152183885e-09,1.7786670741636135,0.1011785765472363,1.363071693126247,0.28894440381252984,1.459531193765738,0.0,0.582089552238806,0.0,0.582089552238806,9.69285543360685e-08,True
pswe_avg_length_EEG T5,Control,WNV,Mann-Whitney U,435.0,1.1689231622570956e-07,1.3011471261392256,2.041965803595932,8.688684612947695,2.9914831468061007,9.619624639996413,0.0,6.3999999999999995,0.0,2.5416774846160317,7.773339029009686e-07,True
dfv_mean_EEG T5,Control,WNV,T-test,6.228272719203167,7.647352875411809e-09,-1.4015454003482404,6.553042650972382,4.053859811084287,1.657247702391369,2.204157079917978,6.548046686018385,3.746110325318246,1.135682483576065,1.246925886380918,1.0897477847461829e-07,True
dfv_std_EEG T5,Control,WNV,Mann-Whitney U,1515.0,0.026783835680969228,-0.2826609827304634,4.036295335724186,3.526403964014406,1.5679926402493134,2.5172191718376196,3.6973278990654457,2.958440757604977,0.7707647233543609,1.1945685502991432,0.03900273882009753,True
min_EEG T6,Control,WNV,Mann-Whitney U,1782.0,7.60973442326019e-05,-0.7499077220988457,-5.125421240091282e-05,-7.83170693615444e-05,3.4594327004075566e-05,4.13707580581423e-05,-4.269199607200002e-05,-6.35124397428897e-05,1.1144208841363176e-05,1.6759371472902535e-05,0.00024097492340323934,True
max_EEG T6,Control,WNV,Mann-Whitney U,495.0,9.311677786764803e-06,0.8774271932694881,4.875215294460318e-05,8.069545409195975e-05,3.218682162454365e-05,4.946428856051921e-05,3.8420405250387814e-05,6.698783271558582e-05,8.721833361157664e-06,1.9357849292937665e-05,3.538437558970625e-05,True
mean_EEG T6,Control,WNV,Mann-Whitney U,1231.0,0.7173205846690334,-0.5199570723068172,1.3727615292031357e-09,-2.000294388158369e-08,2.5515813570847993e-08,7.560601747956225e-08,-1.1778143381585822e-09,1.2678006450371925e-09,1.559786485789028e-08,1.8427332861805903e-08,0.7777470469645227,False
median_EEG T6,Control,WNV,Mann-Whitney U,1595.0,0.0062093525017132955,-0.9552337769688173,1.048585137380435e-07,-3.707751428864585e-08,1.1033242010925198e-07,2.4588712123808675e-07,7.52627560936345e-08,4.3154209893989424e-08,6.791897806347611e-08,8.823542403753317e-08,0.010280214307815788,True
std_EEG T6,Control,WNV,Mann-Whitney U,488.0,7.526370321510461e-06,1.130509079814272,7.298932033978628e-06,1.1087022361690805e-05,2.9621284395471565e-06,4.553593441074515e-06,6.740693256191343e-06,9.44368807976212e-06,1.279301536498267e-06,2.3215984465246865e-06,2.9155551051288098e-05,True
psd_mean_EEG T6,Control,WNV,Mann-Whitney U,517.0,1.7943325870191594e-05,0.8595142067877536,1.338468763157022e-12,2.6958936171628795e-12,1.4351819859020911e-12,2.043903542107116e-12,9.281733594186581e-13,1.7342852138676764e-12,3.8333600192625613e-13,8.362384899599814e-13,6.335740727616324e-05,True
psd_std_EEG T6,Control,WNV,Mann-Whitney U,454.0,2.6013121497542916e-06,1.0447234276739215,3.1253404393109087e-12,7.4069118183585e-12,3.672020965586829e-12,5.443400484486379e-12,1.954577966268081e-12,4.6553574337066715e-12,9.21663857179569e-13,2.7405404899247126e-12,1.1041739869701727e-05,True
fft_mean_EEG T6,Control,WNV,Mann-Whitney U,752.0,0.00584975946819715,0.7526388927388937,0.002457794739121226,0.0033488402443705633,0.000931662925672227,0.0018626200523324087,0.00235897918122825,0.0029909802117783,0.0004938046643995001,0.0006361144767496997,0.009725225115877763,True
fft_std_EEG T6,Control,WNV,Mann-Whitney U,498.0,1.0194827244641033e-05,1.0044364791183458,0.0036002256033341633,0.00535414573796507,0.0016693056890454878,0.0020165470778134914,0.00334273436031965,0.0045654608240339,0.0008647320250807001,0.0008745162620831001,3.83748685906771e-05,True
delta_power_EEG T6,Control,WNV,Mann-Whitney U,243.0,1.2288301472743994e-09,1.9264497337508573,9.712959320677842e-12,5.08931703437983e-11,9.289936740163507e-12,4.351059615167595e-11,6.806185177591561e-12,2.6641169899606027e-11,2.622028325285621e-12,1.7966711472378874e-11,4.457302079658958e-08,True
theta_power_EEG T6,Control,WNV,Mann-Whitney U,672.0,0.0010456444624158867,0.4523077976786896,1.407435408875792e-11,2.242548937873447e-11,1.8448760494528142e-11,1.8519970410989075e-11,7.99044671122526e-12,1.6819511789198995e-11,4.60133207515871e-12,6.758700587817706e-12,0.002330794081027591,True
alpha_power_EEG T6,Control,WNV,Mann-Whitney U,1107.0,0.659704307771966,-0.17012801558218785,1.3720966292753997e-11,1.0873519003122438e-11,1.8416938321331566e-11,7.162229108369879e-12,8.750019824772603e-12,9.020050432151312e-12,4.803377859389383e-12,4.383200739582442e-12,0.7271326486215869,False
beta_power_EEG T6,Control,WNV,Mann-Whitney U,1148.0,0.8627560189487777,-0.08021514795630863,1.2407820414125698e-11,1.1297737956512521e-11,1.4662965448256157e-11,1.002445869507609e-11,8.709072737950463e-12,7.484068169770601e-12,3.949714376496797e-12,4.454743099411087e-12,0.9082840410568926,False
gamma_power_EEG T6,Control,WNV,Mann-Whitney U,918.0,0.09428369788607802,0.7500461826187653,6.60710232363881e-12,2.077461257052922e-11,7.753449958861174e-12,3.8812309178917436e-11,4.659436320452105e-12,6.796631928403014e-12,2.1789979558505773e-12,4.894374818203267e-12,0.1258167072125255,False
skewness_EEG T6,Control,WNV,Mann-Whitney U,739.0,0.004498800229779494,0.7584517379716189,-0.08931288921683092,0.007847061950858223,0.1050742224652107,0.19292048701064737,-0.09472637205819759,-0.0314554933848239,0.053809994354511184,0.07685582191845561,0.00780444039861747,True
kurtosis_EEG T6,Control,WNV,Mann-Whitney U,669.0,0.0009754328005386404,0.4945862504894495,0.9452628069597941,1.5461904379000435,1.1944763755000605,1.29150152024116,0.5356823701855091,0.9891298802944646,0.1969753697210812,0.5040193454648914,0.002211350496675668,True
mean_mpf_EEG T6,Control,WNV,T-test,4.802837570869389,4.676124429186195e-06,-1.0807803719508464,9.868344416754335,7.340086567489186,2.0291500161214016,3.27447974217703,9.691099754212999,6.736260421581236,1.1068675107299102,2.245449610437194,1.865773647245292e-05,True
median_mpf_EEG T6,Control,WNV,T-test,5.326740969709106,4.910516658076215e-07,-1.198674117452177,9.881093073714359,7.074670930978648,2.030810189478205,3.277398680641154,9.665115761076112,6.673624113552213,0.9929017172398282,2.4165586947078648,2.5780212454900132e-06,True
pswe_percentage_EEG T6,Control,WNV,Mann-Whitney U,360.0,6.34606476286232e-09,1.954263724455916,0.833442542553982,32.41464680607915,2.586709449696034,35.31545422325081,0.0,13.308485188930094,0.0,13.308485188930094,1.0897477847461829e-07,True
pswe_events_per_minute_EEG T6,Control,WNV,Mann-Whitney U,362.0,6.909356557044507e-09,2.1598161402578575,0.07649389117343909,1.4122087281880664,0.20554175408772773,1.304154038432669,0.0,0.9718309859154927,0.0,0.9718309859154927,1.0897477847461829e-07,True
pswe_avg_length_EEG T6,Control,WNV,Mann-Whitney U,392.0,2.3214995883393314e-08,1.4716934610485584,2.132203448755389,10.68010032104059,2.931432154694033,11.452523200484283,0.0,8.48,0.0,3.952787724675943,2.3156958393684832e-07,True
dfv_mean_EEG T6,Control,WNV,T-test,5.7003138401595175,9.109665592758093e-08,-1.2827390519660988,6.506615397416109,4.042793001438616,1.7848565905022717,2.374999907759376,6.657859809386182,3.226050746977819,1.1652829827821791,1.2992410818159552,6.293801337825032e-07,True
dfv_std_EEG T6,Control,WNV,Mann-Whitney U,1598.0,0.00584975946819715,-0.27645441105465524,4.032887374291254,3.5066731089714467,1.5783927692454012,2.8299551658141566,3.712946620135553,2.9140306202038366,0.7705448978931517,1.2735858719545567,0.009725225115877763,True
min_EEG A1,Control,WNV,Mann-Whitney U,653.0,0.0006638301453676635,0.805777732427668,-8.743830339254352e-05,-4.3825606636093384e-05,5.457052229582409e-05,5.236266537160481e-05,-7.521744832783828e-05,0.0,1.9755781723117397e-05,0.0,0.0016150501707420594,True
max_EEG A1,Control,WNV,Mann-Whitney U,1730.0,0.0002951664609384953,-0.871969927924275,7.924414013200653e-05,3.91640587489217e-05,4.5739801981498514e-05,4.682732440589007e-05,6.694160179998801e-05,0.0,1.7996529770653126e-05,0.0,0.0008066535473593126,True
mean_EEG A1,Control,WNV,Mann-Whitney U,1044.0,0.3943027052498159,0.23016017869254674,7.182240604643532e-09,1.452879589532411e-08,3.13056447877404e-08,3.419341927411024e-08,2.2427750415161755e-09,0.0,1.8985191068893927e-08,0.0,0.47282016910018504,False
median_EEG A1,Control,WNV,Mann-Whitney U,1401.0,0.14103329380486185,-0.28648391337116647,8.579575695690344e-08,2.7859888438629547e-08,2.1960670487559651e-07,1.1177777991750776e-07,4.812573866439485e-08,0.0,9.778232291389843e-08,0.0,0.18389635368673163,False
std_EEG A1,Control,WNV,Mann-Whitney U,1674.0,0.0011380634891320625,-1.0529450813635497,8.776247031948144e-06,4.55418749593643e-06,3.6048360099472275e-06,5.293975884019987e-06,7.93690089529796e-06,0.0,1.5966537154700629e-06,0.0,0.0025087697909596295,True
psd_mean_EEG A1,Control,WNV,Mann-Whitney U,1662.0,0.0014950907576554294,-0.4587240816041513,1.783965026700661e-12,9.5542481811865e-13,1.8890415344707296e-12,1.4407872819203523e-12,1.1971646327989383e-12,0.0,5.013890766073693e-13,0.0,0.0030809641539876766,True
psd_std_EEG A1,Control,WNV,Mann-Whitney U,1624.0,0.003416009871398166,-0.31604918851484276,4.1633299565532e-12,2.5754285001751947e-12,5.177110305155234e-12,4.381681587609918e-12,2.595201705933795e-12,0.0,1.1302505843136864e-12,0.0,0.006290503595853721,True
fft_mean_EEG A1,Control,WNV,Mann-Whitney U,1833.0,1.7719914884097128e-05,-1.2506454257925144,0.0031752914671984733,0.0014402791466023377,0.0012946323600433575,0.001699282567359524,0.0029233133978475998,0.0,0.0006303742331190999,0.0,6.312719677459603e-05,True
fft_std_EEG A1,Control,WNV,Mann-Whitney U,1685.0,0.0008817544124432948,-0.9265748981482105,0.004127546855256634,0.0021540322409125488,0.001994109733074788,0.0025896982206307143,0.00355286703502095,0.0,0.0008582770859587498,0.0,0.0020454651777027594,True
delta_power_EEG A1,Control,WNV,Mann-Whitney U,1505.0,0.03149078089791653,0.01897435262972545,1.7907131623352896e-11,1.839307350935843e-11,2.1860394365950045e-11,3.668403488731189e-11,1.002786586398337e-11,0.0,5.081774950604429e-12,0.0,0.04503520278949353,True
theta_power_EEG A1,Control,WNV,Mann-Whitney U,1708.0,0.0005091415318183593,-0.46028488089871356,1.8308656549501075e-11,7.903664636173093e-12,2.4573928301691873e-11,1.2294330424731687e-11,9.982238760973209e-12,0.0,5.176853187985148e-12,0.0,0.001261785535375934,True
alpha_power_EEG A1,Control,WNV,Mann-Whitney U,1887.0,3.411901135735127e-06,-0.6269141768507087,1.489717491316856e-11,4.176462978429128e-12,1.8976866963866353e-11,5.491406235787121e-12,1.0047830060363676e-11,0.0,5.454050466523542e-12,0.0,1.389131176692159e-05,True
beta_power_EEG A1,Control,WNV,Mann-Whitney U,1961.0,2.938319133426015e-07,-0.7718624294615699,1.3964842124450085e-11,4.211394380744799e-12,1.3894337049877231e-11,5.5078184673736595e-12,1.0441142017167694e-11,0.0,4.381108384862539e-12,0.0,1.7498348272193733e-06,True
gamma_power_EEG A1,Control,WNV,Mann-Whitney U,1790.0,6.042208952759909e-05,-0.4659146663106951,1.3161922378504369e-11,6.292375426777959e-12,1.5741636223855116e-11,9.978182711482986e-12,8.076529238101567e-12,0.0,3.804889070044895e-12,0.0,0.00019442269130251645,True
skewness_EEG A1,Control,WNV,Mann-Whitney U,947.0,0.13754142757287816,0.2336544406080534,-0.07533909854689974,-0.025972650975937882,0.23164517513155752,0.0984135264385107,-0.0911007804728504,0.0,0.12922107875325617,0.0,0.17993124459533896,False
kurtosis_EEG A1,Control,WNV,Mann-Whitney U,1795.0,5.2593163197752915e-05,-0.566244287184359,2.7435107760957402,1.0605138233222513,3.246631726257412,1.490307128928765,1.79007870678946,0.0,1.087361112040419,0.0,0.00017060709037319848,True
mean_mpf_EEG A1,Control,WNV,Mann-Whitney U,2051.0,1.0980921997459059e-08,-2.062511085988881,10.05316301186437,3.7266747636324653,2.341319526549812,4.962445450740969,9.808036502071356,0.0,1.4948237790097991,0.0,1.3691837115581764e-07,True
median_mpf_EEG A1,Control,WNV,Mann-Whitney U,2048.0,1.2318804218073848e-08,-2.0358129563241607,9.976830276725076,3.6899982464372068,2.3590070512962584,4.992622823548912,9.803387735882279,0.0,1.4189901349378609,0.0,1.4894554190943836e-07,True
pswe_percentage_EEG A1,Control,WNV,Mann-Whitney U,1156.0,0.8891500000456536,0.7200829082449891,1.9197525832985844,12.101465478644155,6.897256322128064,28.112520705992083,0.0,0.0,0.0,0.0,0.923882421922437,False
pswe_events_per_minute_EEG A1,Control,WNV,Mann-Whitney U,1157.0,0.8951060141388597,0.5725841768880757,0.14906366399265786,0.4804460614007532,0.40956904092632906,0.9913945587307301,0.0,0.0,0.0,0.0,0.9276553237439091,False
pswe_avg_length_EEG A1,Control,WNV,Mann-Whitney U,1204.0,0.829959944388494,0.2593161434592364,2.437616191459639,3.556331067071261,3.225160549436251,7.101005646197222,0.0,0.0,0.0,0.0,0.8783926201883531,False
dfv_mean_EEG A1,Control,WNV,T-test,7.627318751325499,6.995786937795666e-12,-1.716372097829044,5.938543721759222,2.1895528342101267,1.8314568995517901,3.203244806382117,5.860672514619883,0.0,1.2294445329922978,0.0,1.3956594940902354e-09,True
dfv_std_EEG A1,Control,WNV,Mann-Whitney U,2003.0,6.607988777050108e-08,-1.1695566585599713,4.413675641436965,1.9390597875356077,1.7359941858420151,3.1853846629091787,4.020259219580277,0.0,0.8369709634672626,0.0,4.974693437816968e-07,True
min_EEG A2,Control,WNV,Mann-Whitney U,568.0,7.528434044351743e-05,0.8770738547441786,-8.872753920335577e-05,-3.889836558378603e-05,5.904020866095063e-05,4.7199987708821294e-05,-7.196207210516826e-05,0.0,2.4066896536779775e-05,0.0,0.00024030761469570765,True
max_EEG A2,Control,WNV,Mann-Whitney U,1744.0,0.0002065312380047745,-0.9066034323362633,7.854020069188332e-05,3.600121787024994e-05,4.7953848733091565e-05,4.268473263524008e-05,6.786352101274667e-05,0.0,2.0448384832515394e-05,0.0,0.0005886140283136073,True
mean_EEG A2,Control,WNV,Mann-Whitney U,1008.0,0.27711159452310496,0.4328630822400139,1.5268947057075003e-09,1.9134226973867598e-08,4.0161696682022626e-08,4.261241356772001e-08,1.218532817466899e-09,0.0,1.7774185607052923e-08,0.0,0.34269917775904724,False
median_EEG A2,Control,WNV,Mann-Whitney U,1556.0,0.01300185687588635,-0.4783252530928008,1.2261880829661997e-07,2.913396534653514e-08,2.0313746111646005e-07,1.6220963700433975e-07,8.266604442746093e-08,0.0,1.0663281870760394e-07,0.0,0.020264612865150994,True
std_EEG A2,Control,WNV,Mann-Whitney U,1728.0,0.00031041398897962015,-0.9317596594303779,8.618452476684995e-06,4.3846257785356006e-06,4.2948290410411765e-06,5.4016585936324e-06,7.535276842866236e-06,0.0,2.830971995969674e-06,0.0,0.0008257012106857896,True
psd_mean_EEG A2,Control,WNV,Mann-Whitney U,1701.0,0.000603119369573211,-0.424882073035483,1.8492010264435918e-12,9.813361811017492e-13,2.149743365932002e-12,1.5593810477216414e-12,1.154631588890832e-12,0.0,8.065376861263086e-13,0.0,0.0014763474138632588,True
psd_std_EEG A2,Control,WNV,Mann-Whitney U,1649.0,0.001996334538715115,-0.28348281986711066,4.270167781030812e-12,2.745062417133327e-12,5.55371284689026e-12,4.64527187712402e-12,2.410114516768266e-12,0.0,1.7035820122161396e-12,0.0,0.003962873039538959,True
fft_mean_EEG A2,Control,WNV,Mann-Whitney U,1858.0,8.388258236295008e-06,-1.1105788026020935,0.003080890489703556,0.00133404915742019,0.0015403965610853113,0.0016930154970345751,0.00280938770030615,0.0,0.0008699279674689998,0.0,3.2181875348862584e-05,True
fft_std_EEG A2,Control,WNV,Mann-Whitney U,1728.0,0.00031041398897962015,-0.8295740393292775,0.004094492165357487,0.0021240751843032185,0.00228033286012543,0.002711706367083896,0.0035517225173448998,0.0,0.0013987993733284498,0.0,0.0008257012106857896,True
delta_power_EEG A2,Control,WNV,Mann-Whitney U,1586.0,0.007372255827196643,0.09250776469628091,1.7275965043527987e-11,1.9542622300838922e-11,1.918937893291384e-11,3.8728273299313996e-11,1.0432134223736766e-11,0.0,7.65174310134325e-12,0.0,0.012055451127260084,True
theta_power_EEG A2,Control,WNV,Mann-Whitney U,1729.0,0.00030270033093930443,-0.43007251529012164,1.9134672102234976e-11,8.084381327283698e-12,2.8007908402956053e-11,1.3366881368578206e-11,8.85876954137399e-12,0.0,6.1876891773393e-12,0.0,0.000816063730032314,True
alpha_power_EEG A2,Control,WNV,Mann-Whitney U,1872.0,5.4568088646156955e-06,-0.5663300147843567,1.6233287489599166e-11,4.303616774233792e-12,2.337840175758905e-11,6.7304245934248545e-12,8.035240612051086e-12,0.0,5.888302067030966e-12,0.0,2.1345752323349634e-05,True
beta_power_EEG A2,Control,WNV,Mann-Whitney U,1938.0,6.450128669827114e-07,-0.6961710840889401,1.5073130379852895e-11,4.044310405623354e-12,1.7430907186425335e-11,6.791494261827098e-12,1.0128124697433712e-11,0.0,6.605469681032062e-12,0.0,3.2577232142544537e-06,True
gamma_power_EEG A2,Control,WNV,Mann-Whitney U,1831.0,1.8791685018433813e-05,-0.43572360853032144,1.3020978075966847e-11,5.036535015636555e-12,1.9986904507309698e-11,9.434129682930631e-12,6.808639016190833e-12,0.0,4.045501432662436e-12,0.0,6.577089756451834e-05,True
skewness_EEG A2,Control,WNV,T-test,-3.018746481487623,0.003116170672880853,0.6793071589337385,-0.10069109682885681,0.008794491722968794,0.16849575626491498,0.12892351187318782,-0.1007315848599725,0.0,0.1047779897116094,0.0,0.005837333795678218,True
kurtosis_EEG A2,Control,WNV,Mann-Whitney U,1800.0,4.5732133592111625e-05,-0.40494684450330154,3.0869019681442436,1.322318903447815,4.729878118611313,2.4244356987393783,1.847863093308862,0.0,1.0053168480493575,0.0,0.00015080265539878132,True
mean_mpf_EEG A2,Control,WNV,Mann-Whitney U,1967.0,2.3848506532477944e-07,-2.1314810292653164,9.91864503034798,3.6973361719992988,2.1815126686104844,4.805221497563968,9.724471060330483,0.0,1.4205304782200159,0.0,1.5104054137236031e-06,True
median_mpf_EEG A2,Control,WNV,Mann-Whitney U,1965.0,2.557086933097071e-07,-2.1333235342695716,9.825079314915802,3.616096291929764,2.2009067703189804,4.746048683008909,9.585185090249755,0.0,1.3399239820945397,0.0,1.5941838848527052e-06,True
pswe_percentage_EEG A2,Control,WNV,Mann-Whitney U,1189.0,0.9209567865872172,0.8832564317050937,1.2660509527251957,13.509928847036308,3.505722502545889,29.81876691951369,0.0,0.0,0.0,0.0,0.944631768247557,False
pswe_events_per_minute_EEG A2,Control,WNV,Mann-Whitney U,1183.0,0.9560372966541327,0.7475461013184073,0.10908358251504668,0.5146080297464914,0.25761322477097287,1.0851007322997095,0.0,0.0,0.0,0.0,0.9706332859160279,False
pswe_avg_length_EEG A2,Control,WNV,Mann-Whitney U,1263.0,0.5198608027011491,0.2950662843171521,2.55545480886078,3.89415436704027,3.051780656498359,8.016051652530757,0.0,0.0,0.0,0.0,0.5960472996487314,False
dfv_mean_EEG A2,Control,WNV,Mann-Whitney U,2010.0,5.1166326151699486e-08,-1.6938239663629444,5.902827575455566,2.100549648801222,2.037522608320513,2.9117785032746286,5.699458002247209,0.0,1.1183109535226605,0.0,4.0030125753976657e-07,True
dfv_std_EEG A2,Control,WNV,Mann-Whitney U,1911.0,1.57886865757281e-06,-1.1641997630336112,4.34062544189952,1.9590143437945624,1.633865412227995,3.171291079660118,3.8717650394300547,0.0,0.7931967767516226,0.0,6.847484721429905e-06,True
